Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Run Accession	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile
GCF_037980985.1	Siminovitchia sp. FSL H7-0308	2921432	PRJNA768416	SAMN25893898	PS01407			Illumina;ONT	1	4560768	584.7		SRR19843374	OXFORD_NANOPORE	97.74	0.81	100.0
GCF_037963795.1	Siminovitchia sp. FSL W7-1587	2954699	PRJNA768416	SAMN29228851	PS01988			Illumina;ONT	1	4533577	250.3		SRR21415666	OXFORD_NANOPORE	97.74	0.81	100.0
GCF_037963795.1	Siminovitchia sp. FSL W7-1587	2954699	PRJNA768416	SAMN29228851	PS01988			Illumina;ONT	1	4533577	250.3		SRR19820596	OXFORD_NANOPORE	97.74	0.81	100.0
GCF_020162275.1	Simonsiella muelleri	72	PRJNA687218	SAMN17137620	ASM2016227v1	DSM 2579	DSM 2579	Illumina;ONT	1	2482394	390.0		SRR13289773	OXFORD_NANOPORE	96.19	0.22	83.333336
GCF_020162275.1	Simonsiella muelleri	72	PRJNA687218	SAMN17137620	ASM2016227v1	DSM 2579	DSM 2579	Illumina;ONT	1	2482394	390.0		SRR16893579	OXFORD_NANOPORE	96.19	0.22	83.333336
GCF_002951835.1	Simonsiella muelleri ATCC 29453	641147	PRJNA361301	SAMN06230011	ASM295183v1	ATCC 29453	ATCC 29453	PacBio	1	2469862	300.0		SRR20280881	PACBIO_SMRT	95.07	0.22	50.0
GCF_001577305.1	Sinomonas atrocyanea	37927	PRJNA312847	SAMN04508113	ASM157730v1	KCTC 3377	KCTC 3377	PacBio	2	4492204	192.0		SRR3182797	PACBIO_SMRT	97.85	1.15	14.285714
GCF_020886775.1	Sinomonas cyclohexanicum	322009	PRJDB11327	SAMD00286437	ASM2088677v1	ATCC 51369	ATCC 51369	PacBio	1	4413566	178.0	Corynebacterium cyclohexanicum ATCC 51369	DRR278213	PACBIO_SMRT	87.89	11.58	100.0
GCF_036488675.1	Sinorhizobium chiapasense	501572	PRJNA1007734	SAMN37096027	ASM3648867v1	ITTG S70	ITTG S70	Illumina;ONT	5	6868315	395.0		SRR28015934	OXFORD_NANOPORE	100.0	1.33	100.0
GCF_003177055.1	Sinorhizobium fredii CCBAU 25509	1128330	PRJNA285929	SAMN03761947	ASM317705v1	CCBAU 25509	CCBAU 25509	PacBio	3	6810864	150.0		SRR2924935	PACBIO_SMRT	92.26	4.73	47.5
GCF_003177055.1	Sinorhizobium fredii CCBAU 25509	1128330	PRJNA285929	SAMN03761947	ASM317705v1	CCBAU 25509	CCBAU 25509	PacBio	3	6810864	150.0		SRR2924944	PACBIO_SMRT	92.26	4.73	47.5
GCF_003100575.1	Sinorhizobium fredii CCBAU 45436	1128331	PRJNA285929	SAMN03761948	ASM310057v1	ccbau 45436	ccbau 45436	PacBio	5	6913799	150.0		SRR2924945	PACBIO_SMRT	92.84	3.63	75.0
GCF_003100575.1	Sinorhizobium fredii CCBAU 45436	1128331	PRJNA285929	SAMN03761948	ASM310057v1	ccbau 45436	ccbau 45436	PacBio	5	6913799	150.0		SRR2924943	PACBIO_SMRT	92.84	3.63	75.0
GCF_029892065.1	Sinorhizobium garamanticum	680247	PRJNA935862	SAMN33397752	ASM2989206v1	LMG 24692	LMG 24692	Illumina;ONT	3	6834248	592.0		SRR23576515	OXFORD_NANOPORE	99.93	0.89	100.0
GCF_030064585.1	Sinorhizobium kummerowiae	158892	PRJNA935862	SAMN33342371	ASM3006458v1	CCBAU 71714	CCBAU 71714	Illumina;ONT	3	6596872	727.0		SRR23513884	OXFORD_NANOPORE	99.93		100.0
GCF_035326845.1	Sinorhizobium kummerowiae	158892	PRJNA935862	SAMN38748741	ASM3532684v1	CIP 108026	CIP 108026	Illumina;ONT	3	6711434	249.0		SRR27162017	OXFORD_NANOPORE	99.93		100.0
GCF_017571595.2	Sinorhizobium medicae	110321	PRJNA715162	SAMN18332160	ASM1757159v2	T2	T2	PacBio	4	7417501	3049.0		SRR30175778	PACBIO_SMRT	96.66	2.26	27.35849
GCF_040114925.1	Sinorhizobium medicae	110321	PRJNA715171	SAMN18332696	ASM4011492v1	T10	T10	PacBio	5	7086255	10645.0		SRR30255941	PACBIO_SMRT	97.79	2.23	84.43396
GCF_037023865.1	Sinorhizobium meliloti	382	PRJNA1079354	SAMN40039399	ASM3702386v1	MABNR56	MABNR56	Illumina;ONT	3	6926935	757.0		SRR28054744	OXFORD_NANOPORE	99.28	2.07	65.94827
GCF_002197025.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175169	ASM219702v1	USDA1157	USDA1157	PacBio	4	7205853	74.4		SRR6032560	PACBIO_SMRT	99.11	0.48	49.568966
GCF_002197045.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175165	ASM219704v1	Rm41	Rm41	PacBio	4	7140241	33.3		SRR6032549	PACBIO_SMRT	99.23	1.59	59.051723
GCF_002197065.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175168	ASM219706v1	USDA1106	USDA1106	PacBio	3	6716226	35.5		SRR6032558	PACBIO_SMRT	98.34	0.92	15.948276
GCF_002197085.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175164	ASM219708v1	M270	M270	PacBio	6	7281821	60.1		SRR6032550	PACBIO_SMRT	91.93	0.55	4.0948277
GCF_002197105.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175161	ASM219710v1	KH35c	KH35c	PacBio	4	6750789	73.7		SRR6032553	PACBIO_SMRT	98.93	0.61	39.87069
GCF_002197125.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175163	ASM219712v1	M162	M162	PacBio	4	6808187	51.1		SRR6032551	PACBIO_SMRT	97.18	0.94	7.543103
GCF_002197145.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175166	ASM219714v1	T073	T073	PacBio	4	7042635	96.8		SRR6032548	PACBIO_SMRT	99.51	2.19	87.284485
GCF_002197165.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175160	ASM219716v1	HM006	HM006	PacBio	4	6997718	153.6		SRR6032554	PACBIO_SMRT	99.55	0.57	100.0
GCF_002197165.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175160	ASM219716v1	HM006	HM006	PacBio	4	6997718	153.6		SRR6032557	PACBIO_SMRT	99.55	0.57	100.0
GCF_002197165.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175160	ASM219716v1	HM006	HM006	PacBio	4	6997718	153.6		SRR6032555	PACBIO_SMRT	99.55	0.57	100.0
GCF_002197165.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175160	ASM219716v1	HM006	HM006	PacBio	4	6997718	153.6		SRR6032556	PACBIO_SMRT	99.55	0.57	100.0
GCF_002197445.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175167	ASM219744v1	USDA1021	USDA1021	PacBio	4	7147943	47.8		SRR6032559	PACBIO_SMRT	98.39	0.9	16.810345
GCF_002197465.1	Sinorhizobium meliloti	382	PRJNA388336	SAMN07175162	ASM219746v1	KH46	KH46	PacBio	3	6981128	65.5		SRR6032552	PACBIO_SMRT	99.55	1.06	100.0
GCF_015689095.1	Sinorhizobium meliloti	382	PRJNA678757	SAMN16812329	ASM1568909v1	S35m	S35m	Illumina;ONT	3	6842429	203.0		SRR13084428	OXFORD_NANOPORE	98.98	1.07	42.24138
GCF_016406285.1	Sinorhizobium meliloti	382	PRJNA448269	SAMN17104055	ASM1640628v1	AK76	AK76	Illumina;ONT	4	7052380	90.0		SRR16832271	OXFORD_NANOPORE	99.28	1.04	65.94827
GCF_020684825.1	Sinorhizobium meliloti	382	PRJNA772916	SAMN22420025	ASM2068482v1	L6-AK89	L6-AK89	Illumina;ONT	4	6793721	100.0		SRR16542373	OXFORD_NANOPORE	98.89	0.74	36.63793
GCF_037482275.1	Sinorhizobium meliloti	382	PRJNA1088496	SAMN40473144	ASM3748227v1	1132	1132	PacBio	5	7248356	8570.0		SRR30257382	PACBIO_SMRT	99.08	1.06	47.41379
GCF_013488225.1	Sinorhizobium mexicanum	375549	PRJNA550999	SAMN12136707	ASM1348822v1	ITTG R7	ITTG R7	PacBio	4	7141863	234.0		SRR13240057	PACBIO_SMRT	99.56	2.26	100.0
GCF_013488225.1	Sinorhizobium mexicanum	375549	PRJNA550999	SAMN12136707	ASM1348822v1	ITTG R7	ITTG R7	PacBio	4	7141863	234.0		SRR13240058	PACBIO_SMRT	99.56	2.26	100.0
GCF_029892045.1	Sinorhizobium numidicum	680248	PRJNA935862	SAMN33397754	ASM2989204v1	CIP 109850	CIP 109850	Illumina;ONT	3	6722812	416.0		SRR23576511	OXFORD_NANOPORE	99.56	0.44	100.0
GCF_029891955.1	Sinorhizobium numidicum	680248	PRJNA935862	SAMN33397753	ASM2989195v1	LMG 27395	LMG 27395	Illumina;ONT	3	6722813	346.0		SRR23576513	OXFORD_NANOPORE	99.56	0.44	100.0
GCF_001713395.1	Sinorhizobium sp. RAC02	1842534	PRJNA319831	SAMN04909707	ASM171339v1	RAC02	RAC02	PacBio	3	6626583	157.0		SRR3880290	PACBIO_SMRT	99.56	0.48	100.0
GCF_016765655.2	Skermanella mucosa	1789672	PRJNA693055	SAMN17313770	ASM1676565v2	KEMB 2255-438	KEMB 2255-438	Illumina;ONT	5	7840710	820.0		SRR16591807	OXFORD_NANOPORE	99.42	2.61	100.0
GCF_016806835.2	Skermanella rosea	1817965	PRJNA693058	SAMN17313771	ASM1680683v2	KEMB 2255-458	KEMB 2255-458	Illumina;ONT	7	7759404	917.0		SRR16591572	OXFORD_NANOPORE	98.99	2.85	100.0
GCF_016653635.2	Skermanella sp. TT6	2775420	PRJNA665782	SAMN16268782	ASM1665363v2	TT6	TT6	PacBio	6	7569752	175.0		SRR12720143	PACBIO_SMRT	99.56	3.27	100.0
GCF_016653635.2	Skermanella sp. TT6	2775420	PRJNA665782	SAMN16268782	ASM1665363v2	TT6	TT6	PacBio	6	7569752	175.0		SRR13356803	PACBIO_SMRT	99.56	3.27	100.0
GCF_030758695.1	Snodgrassella alvi	1196083	PRJNA1003869	SAMN36908629	ASM3075869v1	K-FP26	K-FP26	ONT	1	2406612	252.0		SRR25584827	OXFORD_NANOPORE	95.01	1.23	32.32323
GCF_040536895.2	Snodgrassella alvi	1196083	PRJNA1128850	SAMN42108175	SalviAcer03V2	Acer03	Acer03	PacBio	1	2251573	500.0		SRR29632262	PACBIO_SMRT	95.52	0.64	92.92929
GCF_040543075.2	Snodgrassella alvi	1196083	PRJNA1128258	SAMN42043564	SalviAcer05V2	Acer05	Acer05	PacBio	1	2216970	500.0		SRR29553744	PACBIO_SMRT	95.52	0.56	92.92929
GCF_040543085.2	Snodgrassella alvi	1196083	PRJNA1128858	SAMN42108962	SalviAcer02V2	Acer02	Acer02	PacBio	1	2297675	500.0		SRR29635771	PACBIO_SMRT	95.52	0.64	92.92929
GCF_040580815.1	Snodgrassella alvi	1196083	PRJNA1128553	SAMN42051598	SalviAcer04V2	Acer04	Acer04	PacBio	1	2295778	500.0		SRR29553879	PACBIO_SMRT	95.52	0.64	92.92929
GCF_040616295.2	Snodgrassella alvi	1196083	PRJNA1129802	SAMN42166816	SalviAmel02V2	Amel02	Amel02	PacBio	1	2425487	500.0		SRR29650136	PACBIO_SMRT	95.52	1.01	92.92929
GCF_040711955.2	Snodgrassella alvi	1196083	PRJNA1130834	SAMN42226756	SalviAme03V2	Amel03	Amel03	PacBio	1	2434017	500.0		SRR29676179	PACBIO_SMRT	95.52	1.01	92.92929
GCF_040711975.2	Snodgrassella alvi	1196083	PRJNA1131111	SAMN42264018	SalviAmel04V2	Amel04	Amel04	PacBio	1	2482095	500.0		SRR29686943	PACBIO_SMRT	95.52	1.01	92.92929
GCF_040711985.2	Snodgrassella alvi	1196083	PRJNA1131120	SAMN42265780	SalviAmel06V2	Amel06	Amel06	PacBio	1	2430581	500.0		SRR29687153	PACBIO_SMRT	95.52	1.01	92.92929
GCF_040711995.2	Snodgrassella alvi	1196083	PRJNA1131115	SAMN42265694	SalviAmel05V2	Amel05	Amel05	PacBio	1	2731529	500.0		SRR29687106	PACBIO_SMRT	95.29	1.23	48.484848
GCF_040712005.2	Snodgrassella alvi	1196083	PRJNA1131144	SAMN42269075	SalviAmel07V2	Amel07	Amel07	PacBio	1	2486799	500.0		SRR29688496	PACBIO_SMRT	95.52	1.01	92.92929
GCF_040712015.2	Snodgrassella alvi	1196083	PRJNA1131163	SAMN42272335	SalviAmel01V2	Amel01	Amel01	PacBio	1	2473468	500.0		SRR29688624	PACBIO_SMRT	95.52	1.01	92.92929
GCF_040712025.2	Snodgrassella alvi	1196083	PRJNA1131157	SAMN42272327	SalviAmel08V2	Amel08	Amel08	PacBio	1	2427823	500.0		SRR29688497	PACBIO_SMRT	95.52	1.01	92.92929
GCF_040712035.2	Snodgrassella alvi	1196083	PRJNA1131160	SAMN42272330	SalviAmel10V2	Amel10	Amel10	PacBio	1	2495200	500.0		SRR29688562	PACBIO_SMRT	95.52	1.61	92.92929
GCF_040733925.2	Snodgrassella alvi	1196083	PRJNA1127256	SAMN41998119	SalviAcer09V2	Acer09	Acer09	PacBio	1	2265305	500.0		SRR29504274	PACBIO_SMRT	95.74	0.78	100.0
GCF_040741445.2	Snodgrassella alvi	1196083	PRJNA1127178	SAMN41992810	SalviAcer10V2	Acer10	Acer10	PacBio	1	2265305	500.0		SRR29500127	PACBIO_SMRT	95.74	1.01	100.0
GCF_040741455.2	Snodgrassella alvi	1196083	PRJNA1127296	SAMN41999257	SalviAcer08	Acer08	Acer08	PacBio	1	2291622	500.0		SRR29506353	PACBIO_SMRT	95.74	0.52	100.0
GCF_040790845.2	Snodgrassella alvi	1196083	PRJNA1127754	SAMN42018079	SalviAcer07V2	Acer07	Acer07	PacBio	1	2282939	500.0		SRR29525484	PACBIO_SMRT	95.74	0.56	100.0
GCF_040796685.2	Snodgrassella alvi	1196083	PRJNA1127801	SAMN42020446	SalviAcer06V2	Acer06	Acer06	PacBio	1	2289796	500.0		SRR29533363	PACBIO_SMRT	95.52	0.64	92.92929
GCF_041080845.2	Snodgrassella alvi	1196083	PRJNA1131158	SAMN42272329	SalviAmel09V2	Amel09	Amel09	PacBio	1	2458744	500.0		SRR29688498	PACBIO_SMRT	95.52	1.23	92.92929
GCF_038051985.1	Solibacillus sp. FSL H8-0523	2954511	PRJNA768416	SAMN29228663	PS01372			Illumina;ONT	1	4144207	487.9		SRR21416038	OXFORD_NANOPORE	90.78	9.42	100.0
GCF_038051985.1	Solibacillus sp. FSL H8-0523	2954511	PRJNA768416	SAMN29228663	PS01372			Illumina;ONT	1	4144207	487.9		SRR19820627	OXFORD_NANOPORE	90.78	9.42	100.0
GCF_038630735.1	Solibacillus sp. FSL K6-1781	2921474	PRJNA768416	SAMN25893940	PS01458	FSL K6-1781	FSL K6-1781	Illumina;ONT	1	4136239	266.1		SRR19843419	OXFORD_NANOPORE	93.0	9.03	100.0
GCF_038630735.1	Solibacillus sp. FSL K6-1781	2921474	PRJNA768416	SAMN25893940	PS01458	FSL K6-1781	FSL K6-1781	Illumina;ONT	1	4136239	266.1		SRR21415620	OXFORD_NANOPORE	93.0	9.03	100.0
GCF_037975215.1	Solibacillus sp. FSL R5-0449	2921639	PRJNA768416	SAMN26232442	PS01666			Illumina;ONT	1	3582823	429.8		SRR19349844	OXFORD_NANOPORE	92.28	6.21	100.0
GCF_037975215.1	Solibacillus sp. FSL R5-0449	2921639	PRJNA768416	SAMN26232442	PS01666			Illumina;ONT	1	3582823	429.8		SRR19357524	OXFORD_NANOPORE	92.28	6.21	100.0
GCF_037974225.1	Solibacillus sp. FSL R5-0691	2921653	PRJNA768416	SAMN26232456	PS01681			Illumina;ONT	1	3566525	303.7		SRR19349839	OXFORD_NANOPORE	91.75	6.49	100.0
GCF_037974225.1	Solibacillus sp. FSL R5-0691	2921653	PRJNA768416	SAMN26232456	PS01681			Illumina;ONT	1	3566525	303.7		SRR19357510	OXFORD_NANOPORE	91.75	6.49	100.0
GCF_037969775.1	Solibacillus sp. FSL W7-1472	2921707	PRJNA768416	SAMN26232510	PS01752			Illumina;ONT	1	3942369	381.5		SRR19816792	OXFORD_NANOPORE	93.1	7.8	100.0
GCF_037969775.1	Solibacillus sp. FSL W7-1472	2921707	PRJNA768416	SAMN26232510	PS01752			Illumina;ONT	1	3942369	381.5		SRR21416101	OXFORD_NANOPORE	93.1	7.8	100.0
GCF_037969735.1	Solibacillus sp. FSL W8-0372	2921713	PRJNA768416	SAMN26232516	PS01758			Illumina;ONT	1	3921912	475.2		SRR21416094	OXFORD_NANOPORE	92.37	6.88	100.0
GCF_037969735.1	Solibacillus sp. FSL W8-0372	2921713	PRJNA768416	SAMN26232516	PS01758			Illumina;ONT	1	3921912	475.2		SRR19816786	OXFORD_NANOPORE	92.37	6.88	100.0
GCF_036323475.1	Solobacterium moorei	102148	PRJNA1013036	SAMN37280766	ASM3632347v1	JCM10645	JCM10645	Illumina;ONT	1	2615268	256.0		SRR25909846	OXFORD_NANOPORE	99.53	9.5	100.0
GCF_022869165.1	Sphaerochaeta associata	1129264	PRJNA822125	SAMN27176868	ASM2286916v1	GLS2T	GLS2T	Illumina;ONT	1	3554903	90.0		SRR18671923	OXFORD_NANOPORE	97.28	5.15	75.0
GCF_008329925.1	Sphaerotilus sulfidivorans	639200	PRJNA520894	SAMN10871119	ASM832992v1	D-507	D-507	PacBio	4	4430992	179.7		SRR8539624	PACBIO_SMRT	99.72	0.12	100.0
GCF_008329925.1	Sphaerotilus sulfidivorans	639200	PRJNA520894	SAMN10871119	ASM832992v1	D-507	D-507	PacBio	4	4430992	179.7		SRR8539625	PACBIO_SMRT	99.72	0.12	100.0
GCF_033955345.1	Sphingobacterium bambusae	662858	PRJNA1036373	SAMN38124167	ASM3395534v1	KACC 22910	KACC 22910	Illumina;PacBio	1	5561552	200.0		SRR29094106	PACBIO_SMRT	91.42	5.26	100.0
GCF_016725865.1	Sphingobacterium multivorum	28454	PRJNA231221	SAMN16357312	ASM1672586v1	FDAARGOS_1143	FDAARGOS_1143	Illumina;PacBio	3	6025216	736.5		SRR12938600	PACBIO_SMRT	92.43	7.68	57.142857
GCF_016725465.1	Sphingobacterium multivorum	28454	PRJNA231221	SAMN16357311	ASM1672546v1	FDAARGOS_1142	FDAARGOS_1142	Illumina;PacBio	1	6551860	790.8		SRR12938579	PACBIO_SMRT	93.9	10.36	100.0
GCF_016725925.1	Sphingobacterium multivorum	28454	PRJNA231221	SAMN16357310	ASM1672592v1	FDAARGOS_1141	FDAARGOS_1141	Illumina;PacBio	2	6297330	755.0		SRR12938577	PACBIO_SMRT	93.34	9.72	96.42857
GCF_016726045.1	Sphingobacterium multivorum	28454	PRJNA231221	SAMN16357309	ASM1672604v1	FDAARGOS_1140	FDAARGOS_1140	Illumina;PacBio	1	5655653	1060.0		SRR12938574	PACBIO_SMRT	92.43	9.04	57.142857
GCF_039511225.1	Sphingobacterium multivorum	28454	PRJNA1105135	SAMN41096443	Sphingo_multivorum_FountainWater325	FW102	FW102	Illumina;ONT	1	5954064	115.0		SRR28867056	OXFORD_NANOPORE	91.98	9.13	37.5
GCF_040760075.1	Sphingobacterium sp. R2	3112958	PRJNA1062027	SAMN39285320	ASM4076007v1	R2	R2	ONT	1	5354636	73.0		SRR28748142	OXFORD_NANOPORE	91.48	5.64	100.0
GCF_033097525.1	Sphingobacterium sp. UGAL515B_05	2986767	PRJNA889817	SAMN31258399	ASM3309752v1	UGAL515B_05	UGAL515B_05	PacBio	1	6363396	1000.0		SRR22007584	PACBIO_SMRT	92.68	8.95	100.0
GCF_016725645.1	Sphingobacterium spiritivorum	258	PRJNA231221	SAMN16357313	ASM1672564v1	FDAARGOS_1144	FDAARGOS_1144	Illumina;PacBio	2	5138280	775.6		SRR12938605	PACBIO_SMRT	96.35	3.12	45.454544
GCF_016724845.1	Sphingobacterium spiritivorum	258	PRJNA231221	SAMN16357315	ASM1672484v1	FDAARGOS_1146	FDAARGOS_1146	Illumina;PacBio	1	5275260	773.9		SRR12938614	PACBIO_SMRT	98.55	2.41	100.0
GCF_016725325.1	Sphingobacterium spiritivorum	258	PRJNA231221	SAMN16357314	ASM1672532v1	FDAARGOS_1145	FDAARGOS_1145	Illumina;PacBio	1	5135302	918.0		SRR12938612	PACBIO_SMRT	96.82	3.2	81.818184
GCF_034424195.1	Sphingobacterium spiritivorum	258	PRJNA1047486	SAMN38562707	ASM3442419v1	HAMBI_1896	HAMBI_1896	PacBio	1	5136875	171.0		SRR27033677	PACBIO_SMRT	96.34	3.12	36.363636
GCF_038396785.1	Sphingobacterium thalpophilum	259	PRJNA1096750	SAMN40761716	ASM3839678v1	BAA-1094	BAA-1094	Illumina;ONT	1	5752567	272.3		SRR28570773	OXFORD_NANOPORE	92.02	8.6	60.0
GCF_006363875.1	Sphingobium fuliginis ATCC 27551	1208342	PRJNA548252	SAMN12012140	ASM636387v1	ATCC 27551	ATCC 27551	PacBio	6	5414624	159.0		SRR9266829	PACBIO_SMRT	92.4	6.36	28.571428
GCF_002080435.1	Sphingobium herbicidovorans	76947	PRJNA380772	SAMN06647797	ASM208043v1	MH	MH	Illumina;ONT;PacBio	5	4240798	100.0		SRR8570539	PACBIO_SMRT	92.35	6.15	33.333332
GCF_014280435.1	Sphingobium sp. KCTC 72723	2733867	PRJNA630860	SAMN14846973	ASM1428043v1	KCTC 72723	KCTC 72723	PacBio	2	4429423	200.0		SRR11775091	PACBIO_SMRT	92.18	9.41	100.0
GCF_003711185.1	Sphingobium sp. LF-16	2185111	PRJNA396438	SAMN07426437	ASM371118v1	LF-16	LF-16	PacBio	1	4572548	157.0		SRR5883918	PACBIO_SMRT	94.4	6.95	100.0
GCF_001713415.1	Sphingobium sp. RAC03	1843368	PRJNA319832	SAMN04909708	ASM171341v1	RAC03	RAC03	PacBio	5	4369746	242.0		SRR3880375	PACBIO_SMRT	94.07	5.15	100.0
GCF_005406185.3	Sphingobium sp. RSMS	520734	PRJNA505139	SAMN10411096	ASM540618v3	RSMS	RSMS	Illumina;ONT	5	5148753	130.0		SRR11816568	OXFORD_NANOPORE	98.59	5.88	100.0
GCF_003609795.1	Sphingobium sp. YG1	2082188	PRJDB6740	SAMD00112194	ASM360979v1	YG1	YG1	PacBio	4	5563895	128.0	Draft genome sequencing of Sphingobium sp.YG1	DRR124519	PACBIO_SMRT	95.06	13.47	100.0
GCF_018889915.1	Sphingobium xenophagum	121428	PRJNA600023	SAMN13781057	ASM1888991v1	PH3-15	PH3-15	Illumina;ONT	5	4577807	1272.0		SRR14376529	OXFORD_NANOPORE	93.67	8.26	44.444443
GCF_014235165.1	Sphingobium yanoikuyae	13690	PRJNA649365	SAMN15665156	ASM1423516v1	A3	A3	Illumina;PacBio	9	7064451	65.0		SRR12349700	PACBIO_SMRT	97.34	19.59	87.755104
GCF_027627615.1	Sphingobium yanoikuyae	13690	PRJNA916700	SAMN32353074	ASM2762761v1	CC4533	CC4533	PacBio	5	5803797	4123.0		SRR23176675	PACBIO_SMRT	97.66	14.05	100.0
GCF_034424525.1	Sphingobium yanoikuyae	13690	PRJNA1047486	SAMN38562706	ASM3442452v1	HAMBI_1842	HAMBI_1842	PacBio	7	5527198	121.0		SRR27033679	PACBIO_SMRT	97.66	12.37	100.0
GCF_023935825.1	Sphingomonas aerolata	185951	PRJNA847404	SAMN28933882	ASM2393582v1	PDD-32b-11	PDD-32b-11	PacBio	4	4209937	119.0		SRR19594883	PACBIO_SMRT	99.19	0.91	66.666664
GCF_024349785.1	Sphingomonas bisphenolicum	296544	PRJDB6608	SAMD00108307	ASM2434978v1	AO1	AO1	Illumina;PacBio	6	5209012	82.0	Complete genome sequencing of Sphingomonas bisphenolicum AO1	DRR391575	PACBIO_SMRT	98.48	3.65	100.0
GCF_028551275.1	Sphingomonas hankookensis	563996	PRJNA929660	SAMN32965199	ASM2855127v1	SZ.B2R2	SZ.B2R2	Illumina;ONT	4	3947172	210.0		SRR25592466	OXFORD_NANOPORE	98.28	0.57	25.0
GCF_001922385.1	Sphingomonas koreensis	93064	PRJNA445389	SAMN06040428	ASM192238v1	ABOJV	ABOJV	PacBio	2	4819238	340.0		SRR5121404	PACBIO_SMRT	99.15	4.3	13.333333
GCF_001922385.1	Sphingomonas koreensis	93064	PRJNA445389	SAMN06040428	ASM192238v1	ABOJV	ABOJV	PacBio	2	4819238	340.0		SRR5121403	PACBIO_SMRT	99.15	4.3	13.333333
GCF_042699465.1	Sphingomonas leidyi	68569	PRJNA1090919	SAMN43526778	Isolate23	UC122_23	UC122_23	ONT	1	4958552	130.0		SRR30602139	OXFORD_NANOPORE	97.02	2.55	50.0
GCF_028607085.1	Sphingomonas naphthae	1813468	PRJNA930972	SAMN33038042	ASM2860708v1	KACC 18716	KACC 18716	Illumina;PacBio	5	4310851	542.0		SRR23952291	PACBIO_SMRT	98.57	1.71	100.0
GCF_016027095.1	Sphingomonas paucimobilis	13689	PRJNA231221	SAMN13450438	ASM1602709v1	FDAARGOS_908	FDAARGOS_908	Illumina;PacBio	4	4367078	849.1		SRR12045671	PACBIO_SMRT	99.52	2.12	37.5
GCF_003314795.2	Sphingomonas paucimobilis	13689	PRJNA478628	SAMN09521592	ASM331479v2	AIMST S2	AIMST S2	Illumina;ONT	1	4005505	100.0		SRR8560598	OXFORD_NANOPORE	99.8	1.86	100.0
GCF_014169955.1	Sphingomonas paucimobilis	13689	PRJNA646346	SAMN15540814	ASM1416995v1	Kira	Kira	Illumina;ONT	3	4041318	100.0		SRR12224172	OXFORD_NANOPORE	98.8	0.58	18.75
GCF_016028435.1	Sphingomonas paucimobilis	13689	PRJNA231221	SAMN13450411	ASM1602843v1	FDAARGOS_881	FDAARGOS_881	Illumina;PacBio	4	4516052	845.0		SRR12047342	PACBIO_SMRT	99.47	2.12	31.25
GCF_027941955.1	Sphingomonas sp. 7/4-4	3018446	PRJNA881974	SAMN32362222	ASM2794195v1	7/4-4	7/4-4	ONT	1	4423370	160.0		SRR22971173	OXFORD_NANOPORE	72.94	1.13	100.0
GCF_023559245.1	Sphingomonas sp. KRR8	2942996	PRJNA836634	SAMN28166253	ASM2355924v1	KRR8	KRR8	PacBio	1	2874800	100.0		SRR19258997	PACBIO_SMRT	98.93	1.31	100.0
GCF_002002925.1	Sphingomonas sp. LM7	1938607	PRJNA363095	SAMN06263770	ASM200292v1	LM7	LM7	PacBio	1	4155514	228.0		SRR5215142	PACBIO_SMRT	99.23	2.16	100.0
GCF_027359115.1	Sphingomonas sp. NIBR02145	3014784	PRJNA912865	SAMN32260392	ASM2735911v1	NIBR02145	NIBR02145	PacBio	1	5010245	2755.0		SRR22805145	PACBIO_SMRT	99.36	2.02	100.0
GCF_025960285.1	Sphingomonas sp. R1	399176	PRJNA891912	SAMN31360130	ASM2596028v1	R1	R1	Illumina;ONT	3	4277880	454.7		SRR22028405	OXFORD_NANOPORE	99.5	2.0	100.0
GCF_000764535.1	Sphingomonas taxi	1549858	PRJNA261987	SAMN03078686	ASM76453v1	ATCC 55669	ATCC 55669	Illumina;PacBio	3	4061902	300.0		SRR1609767	PACBIO_SMRT	99.53	1.51	100.0
GCF_000764535.1	Sphingomonas taxi	1549858	PRJNA261987	SAMN03078686	ASM76453v1	ATCC 55669	ATCC 55669	Illumina;PacBio	3	4061902	300.0		SRR1609768	PACBIO_SMRT	99.53	1.51	100.0
