Run Accession	Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile	Assembly Release Date
SRR26389281	GCF_022559365.1	Salmonella enterica	28901	PRJNA660241	SAMN15941601	ASM2255936v1	852	852	ONT	3	4952034	100.0		PACBIO_SMRT	99.68	0.78	87.37381	2022-03-14
SRR26389284	GCF_022559425.1	Salmonella enterica	28901	PRJNA660241	SAMN15941598	ASM2255942v1	733	733	ONT	3	4941369	100.0		PACBIO_SMRT	99.68	0.82	87.37381	2022-03-14
SRR26389285	GCF_022559445.1	Salmonella enterica	28901	PRJNA660241	SAMN15941597	ASM2255944v1	724	724	ONT	3	4983946	100.0		PACBIO_SMRT	99.68	0.83	87.37381	2022-03-14
SRR26389287	GCF_022559485.1	Salmonella enterica	28901	PRJNA660241	SAMN15941595	ASM2255948v1	453	453	ONT	2	4903141	100.0		PACBIO_SMRT	99.68	0.71	87.37381	2022-03-14
SRR18328645	GCF_022655645.1	Salmonella enterica	28901	PRJNA816181	SAMN26662412	ASM2265564v1	P048595	P048595	Illumina;ONT	4	4957390	20.0		OXFORD_NANOPORE	99.71	0.47	98.363525	2022-03-21
SRR21465134	GCF_025259065.1	Salmonella enterica	28901	PRJNA812595	SAMN13390196	ASM2525906v1	PNUSAS119065	PNUSAS119065	ONT	4	4754570	179.0	PulseNet	OXFORD_NANOPORE	99.68	0.44	87.37381	2022-09-19
SRR21465135	GCF_025259185.1	Salmonella enterica	28901	PRJNA812595	SAMN13354305	ASM2525918v1	PNUSAS118606	PNUSAS118606	Illumina;ONT	4	4754570	64.0	PulseNet	OXFORD_NANOPORE	99.68	0.44	87.37381	2022-09-19
SRR21465138	GCF_025259525.1	Salmonella enterica	28901	PRJNA812595	SAMN09744916	ASM2525952v1	PNUSAS048232	PNUSAS048232	Illumina;ONT	3	5207250	46.0	PulseNet	OXFORD_NANOPORE	99.68	0.55	87.37381	2022-09-19
SRR21539842	GCF_025311075.1	Salmonella enterica	28901	PRJNA879268	SAMN30802446	ASM2531107v1	SalSpp_sample_08_No.4	SalSpp_sample_08_No.4	ONT	2	4799874	35.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2022-09-20
SRR21539843	GCF_025311235.1	Salmonella enterica	28901	PRJNA879268	SAMN30802445	ASM2531123v1	SalSpp_sample_07_No.3	SalSpp_sample_07_No.3	ONT	4	5125631	44.0		OXFORD_NANOPORE	99.71	0.54	98.363525	2022-09-20
SRR26389258	GCF_026873345.1	Salmonella enterica	28901	PRJNA660241	SAMN25270679	ASM2687334v1	1795	1795	Illumina;ONT	4	4696484	100.0		PACBIO_SMRT	99.68	0.63	87.37381	2022-12-13
SRR26389262	GCF_026873405.1	Salmonella enterica	28901	PRJNA660241	SAMN25270676	ASM2687340v1	1419	1419	Illumina;ONT	2	4663696	100.0		PACBIO_SMRT	99.68	0.63	87.37381	2022-12-13
SRR26389291	GCF_026873505.1	Salmonella enterica	28901	PRJNA660241	SAMN25270671	ASM2687350v1	1063	1063	Illumina;ONT	4	4986976	100.0		PACBIO_SMRT	99.68	0.83	87.37381	2022-12-13
SRR24324333	GCF_029953555.1	Salmonella enterica	28901	PRJNA812595	SAMN34404588	ASM2995355v1	PNUSAS118467	PNUSAS118467	Illumina;ONT	4	4754569	20.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2023-05-08
SRR13601331	GCF_003064165.2	Salmonella enterica subsp. enterica	59201	PRJNA308180	SAMN08823084	ASM306416v2	CFSAN058620	CFSAN058620	ONT	2	5186229	171.0	GenomeTrakr	OXFORD_NANOPORE	99.71	0.77	98.363525	2021-07-20
SRR29726875	GCF_040822495.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350250	ASM4082249v1	N23-2949	N23-2949	ONT	3	5058847			OXFORD_NANOPORE	99.69	0.44	88.07449	2024-07-24
SRR29726873	GCF_040822505.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350252	ASM4082250v1	N23-3106	N23-3106	ONT	3	4756536			OXFORD_NANOPORE	99.68	0.44	87.37381	2024-07-24
SRR29726897	GCF_040822515.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350230	ASM4082251v1	N22-2407	N22-2407	ONT	2	4737245			OXFORD_NANOPORE	99.68	0.41	87.37381	2024-07-24
SRR29726889	GCF_040822525.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350237	ASM4082252v1	N22-3027	N22-3027	ONT	2	4774335			OXFORD_NANOPORE	99.68	0.41	87.37381	2024-07-24
SRR29726885	GCF_040895365.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350241	ASM4089536v1	N23-0176	N23-0176	ONT	2	4799808			OXFORD_NANOPORE	99.71	0.64	98.363525	2024-07-29
SRR29726883	GCF_040895435.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350243	ASM4089543v1	N23-2346	N23-2346	ONT	2	4963005			OXFORD_NANOPORE	99.71	0.44	98.363525	2024-07-29
SRR29726874	GCF_040895795.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350251	ASM4089579v1	N23-3017	N23-3017	ONT	2	4776070			OXFORD_NANOPORE	99.68	0.41	87.37381	2024-07-29
SRR29726894	GCF_040956515.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350233	ASM4095651v1	N22-2601	N22-2601	ONT	1	4674538			OXFORD_NANOPORE	99.71	0.57	98.363525	2024-07-31
SRR29726886	GCF_040956715.1	Salmonella enterica subsp. enterica	59201	PRJNA1132578	SAMN42350240	ASM4095671v1	N22-3340	N22-3340	ONT	1	4742157			OXFORD_NANOPORE	99.68	0.69	87.37381	2024-07-31
SRR8902600	GCF_004792455.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333163	ASM479245v1	PNCS014866	PNCS014866	Illumina;ONT	1	4930644	100.0		OXFORD_NANOPORE	99.71	0.61	98.363525	2019-04-14
SRR8902607	GCF_004919165.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333140	ASM491916v1	PNCS014846	PNCS014846	Illumina;ONT	3	5123430	100.0		OXFORD_NANOPORE	99.71	0.48	98.363525	2019-04-28
SRR8902605	GCF_004919205.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333142	ASM491920v1	PNCS014848	PNCS014848	Illumina;ONT	1	4996602	100.0		OXFORD_NANOPORE	99.71	0.61	98.363525	2019-04-28
SRR8902603	GCF_004919225.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333149	ASM491922v1	PNCS014855	PNCS014855	Illumina;ONT	4	4992679	100.0		OXFORD_NANOPORE	99.71	0.58	98.363525	2019-04-28
SRR8902611	GCF_004919285.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333144	ASM491928v1	PNCS014850	PNCS014850	Illumina;ONT	2	4909329	100.0		OXFORD_NANOPORE	99.71	0.44	98.363525	2019-04-28
SRR8902614	GCF_004919325.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333152	ASM491932v1	PNCS014857	PNCS014857	Illumina;ONT	3	5031864	100.0		OXFORD_NANOPORE	99.68	0.83	87.37381	2019-04-28
SRR8902616	GCF_004919345.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333154	ASM491934v1	PNCS014858	PNCS014858	Illumina;ONT	3	5030765	100.0		OXFORD_NANOPORE	99.68	0.82	87.37381	2019-04-28
SRR8902599	GCF_004919405.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333162	ASM491940v1	PNCS014865	PNCS014865	Illumina;ONT	4	4955652	100.0		OXFORD_NANOPORE	99.71	0.44	98.363525	2019-04-28
SRR8902601	GCF_004919425.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333164	ASM491942v1	PNCS014867	PNCS014867	Illumina;ONT	4	4962621	100.0		OXFORD_NANOPORE	99.71	0.58	98.363525	2019-04-28
SRR8902595	GCF_004919465.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333166	ASM491946v1	PNCS014873	PNCS014873	Illumina;ONT	3	5005840	100.0		OXFORD_NANOPORE	99.71	0.61	98.363525	2019-04-28
SRR8902596	GCF_004941405.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333167	ASM494140v1	PNCS014875	PNCS014875	Illumina;ONT	1	4995830	100.0		OXFORD_NANOPORE	99.71	0.61	98.363525	2019-04-30
SRR8902621	GCF_005094845.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333157	ASM509484v1	PNCS014861	PNCS014861	Illumina;ONT	3	4974125	100.0		OXFORD_NANOPORE	99.71	0.58	98.363525	2019-04-28
SRR8902608	GCF_005144925.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333147	ASM514492v1	PNCS014853	PNCS014853	Illumina;ONT	3	5006968	100.0		OXFORD_NANOPORE	99.71	0.47	98.363525	2019-05-05
SRR8902602	GCF_005144945.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333150	ASM514494v1	PNCS000211	PNCS000211	Illumina;ONT	3	5131386	100.0		OXFORD_NANOPORE	99.71	0.48	98.363525	2019-05-05
SRR8902618	GCF_005144985.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333156	ASM514498v1	PNCS014860	PNCS014860	Illumina;ONT	2	4980441	100.0		OXFORD_NANOPORE	99.71	0.58	98.363525	2019-05-05
SRR8902597	GCF_005160385.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333168	ASM516038v1	PNCS014876	PNCS014876	Illumina;ONT	4	5237229	100.0		OXFORD_NANOPORE	99.71	0.72	98.363525	2019-05-06
SRR8902593	GCF_005160405.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333170	ASM516040v1	PNCS014880	PNCS014880	Illumina;ONT	5	5346495	100.0		OXFORD_NANOPORE	99.71	0.65	98.363525	2019-05-06
SRR8902617	GCF_009017295.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333153	ASM901729v1	PNCS007087	PNCS007087	Illumina;ONT	4	5219843	100.0		OXFORD_NANOPORE	99.71	0.45	98.363525	2019-10-13
SRR8902613	GCF_009017335.1	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	2583588	PRJNA316728	SAMN11333159	ASM901733v1	PNCS007098	PNCS007098	Illumina;ONT	3	5111827	100.0		OXFORD_NANOPORE	99.71	0.48	98.363525	2019-10-13
SRR17953824	GCF_030440635.1	Salmonella enterica subsp. enterica serovar 4,[5],12:-	2914792	PRJNA675488	SAMN16709263	ASM3044063v1	H1-014	H1-014	Illumina;ONT	2	5109908	213.0		OXFORD_NANOPORE	99.71	0.59	98.363525	2023-07-12
SRR9119442	GCF_006874805.1	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	440524	PRJNA242847	SAMN04088947	ASM687480v1	USDA15WA-1	USDA15WA-1	Illumina;PacBio	1	5031277	250.0	FSIS Product/Environmental Sampling	PACBIO_SMRT	99.71	0.57	98.363525	2019-07-11
SRR9119443	GCF_006874805.1	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	440524	PRJNA242847	SAMN04088947	ASM687480v1	USDA15WA-1	USDA15WA-1	Illumina;PacBio	1	5031277	250.0	FSIS Product/Environmental Sampling	PACBIO_SMRT	99.71	0.57	98.363525	2019-07-11
SRR11215567	GCF_009756475.1	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	440524	PRJNA522746	SAMN10953956	ASM975647v1	PNCS014875	PNCS014875	Illumina;ONT	1	4996832	61.0		OXFORD_NANOPORE	99.71	0.61	98.363525	2019-12-16
SRR11215570	GCF_009756515.1	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	440524	PRJNA522746	SAMN10953952	ASM975651v1	PNCS014854	PNCS014854	Illumina;ONT	2	4911078	60.0		OXFORD_NANOPORE	99.71	0.41	98.363525	2019-12-16
SRR11215569	GCF_009756555.1	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	440524	PRJNA522746	SAMN10953953	ASM975655v1	PNCS015054	PNCS015054	Illumina;ONT	3	5130533	106.0		OXFORD_NANOPORE	99.71	0.48	98.363525	2019-12-16
SRR18159241	GCF_030440655.1	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	440524	PRJNA808666	SAMN08386835	ASM3044065v1	H1 - 120	H1 - 120	Illumina;ONT	2	5213766	36.0		OXFORD_NANOPORE	99.71	0.7	98.363525	2023-07-12
SRR11513908	GCF_016454505.1	Salmonella enterica subsp. enterica serovar Anatum	58712	PRJNA622256	SAMN14504600	ASM1645450v1	CVM 22448	CVM 22448	PacBio	2	4860289	574.0		PACBIO_SMRT	99.68	0.45	87.37381	2020-12-31
SRR10337242	GCF_000439415.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	1173427	PRJNA186035	SAMN01823701	ASM43941v2	CFSAN000189	CFSAN000189	PacBio	2	4806605	154.0	GenomeTrakr	OXFORD_NANOPORE	99.68	0.81	87.37381	2019-04-24
SRR7941349	GCF_003627015.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000191	1173457	PRJNA186035	SAMN00860590	ASM362701v2	CFSAN000191	CFSAN000191	ONT	1	4727462	448.0	GenomeTrakr	OXFORD_NANOPORE	99.68	0.78	87.37381	2019-05-06
SRR8489233	GCF_003627015.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000191	1173457	PRJNA186035	SAMN00860590	ASM362701v2	CFSAN000191	CFSAN000191	ONT	1	4727462	448.0	GenomeTrakr	PACBIO_SMRT	99.68	0.78	87.37381	2019-05-06
SRR8489315	GCF_000748245.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000212	1173461	PRJNA186035	SAMN00862341	ASM74824v2	CFSAN000212	CFSAN000212	PacBio	1	4727570	126.0	GenomeTrakr	PACBIO_SMRT	99.68	0.78	87.37381	2019-05-02
SRR8489231	GCF_000748565.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000228	1173456	PRJNA186035	SAMN00862340	ASM74856v2	CFSAN000228	CFSAN000228	PacBio	1	4774876	68.0	GenomeTrakr	PACBIO_SMRT	99.68	0.78	87.37381	2019-05-02
SRR8306745	GCF_001973785.2	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA186035	SAMN05414408	ASM197378v2	CFSAN051827	CFSAN051827	PacBio	3	4774176	202.0	GenomeTrakr	PACBIO_SMRT	99.68	0.41	87.37381	2021-06-07
SRR10523788	GCF_009664895.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA556438	SAMN13191643	ASM966489v1	AUSMDU00010527	AUSMDU00010527	ONT	2	4683671	240.0		OXFORD_NANOPORE	99.71	0.44	98.363525	2019-11-17
SRR11425847	GCF_012049805.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA615288	SAMN14450174	ASM1204980v1	SE124	SE124	Illumina;ONT	3	4847360	118.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2020-04-06
SRR11425849	GCF_012050205.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA615288	SAMN14450173	ASM1205020v1	SE109	SE109	Illumina;ONT	3	4829486	81.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2020-04-06
SRR11425853	GCF_012050385.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA615288	SAMN14450171	ASM1205038v1	SE95	SE95	Illumina;ONT	5	4839384	34.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2020-04-06
SRR11425851	GCF_012050525.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA615288	SAMN14450172	ASM1205052v1	SE104	SE104	Illumina;ONT	4	4848540	113.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2020-04-06
SRR11425855	GCF_012050745.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA615288	SAMN14450170	ASM1205074v1	SE81	SE81	Illumina;ONT	2	4797988	75.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2020-04-06
SRR11425858	GCF_012050905.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA615288	SAMN14450169	ASM1205090v1	SE74	SE74	Illumina;ONT	3	4859063	97.0		OXFORD_NANOPORE	99.68	0.47	87.37381	2020-04-06
SRR12953601	GCF_015240635.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA671837	SAMN16552335	ASM1524063v1	P125109	P125109	Illumina;PacBio	2	4745224	200.0		PACBIO_SMRT	99.68	0.44	87.37381	2020-11-05
SRR26991189	GCF_030027965.1	Salmonella enterica subsp. enterica serovar Enteritidis	149539	PRJNA967508	SAMN34598608	ASM3002796v1	sm140	sm140	Illumina;ONT	3	4773458	248.0		OXFORD_NANOPORE	99.68	0.44	87.37381	2023-05-17
SRR8740797	GCF_004358925.1	Salmonella enterica subsp. enterica serovar Goldcoast	260678	PRJNA478278	SAMN11129919	ASM435892v1	R18.0877	R18.0877	Illumina;ONT	3	4927300	100.0		OXFORD_NANOPORE	99.68	0.71	87.37381	2019-03-21
SRR10013755	GCF_008124065.1	Salmonella enterica subsp. enterica serovar Heidelberg	611	PRJNA560883	SAMN12603255	ASM812406v1	SL-312	SL-312	PacBio	3	4954714	343.0		PACBIO_SMRT	99.68	0.44	87.37381	2019-08-29
SRR11513892	GCF_016454265.1	Salmonella enterica subsp. enterica serovar Heidelberg	611	PRJNA622256	SAMN14504769	ASM1645426v1	CVM 28322	CVM 28322	PacBio	4	5353174	325.0		PACBIO_SMRT	99.68	1.28	87.37381	2020-12-31
SRR11513901	GCF_016454385.1	Salmonella enterica subsp. enterica serovar Heidelberg	611	PRJNA622256	SAMN14504710	ASM1645438v1	CVM 24359	CVM 24359	PacBio	3	5139892	473.0		PACBIO_SMRT	99.68	0.64	87.37381	2020-12-31
SRR11317973	GCF_002196535.1	Salmonella enterica subsp. enterica serovar Minnesota	70803	PRJNA186035	SAMN02800603	ASM219653v1	CFSAN017963	CFSAN017963	PacBio	3	5004825	135.0	GenomeTrakr	PACBIO_SMRT	99.68	0.69	87.37381	2017-06-15
SRR9099567	GCF_005930995.1	Salmonella enterica subsp. enterica serovar Saintpaul	90105	PRJNA313928	SAMN10261267	ASM593099v1	5	5	ONT	1	4767334	40.0	GenomeTrakr	OXFORD_NANOPORE	99.71	0.41	98.363525	2019-06-03
SRR10523787	GCF_009664655.1	Salmonella enterica subsp. enterica serovar Saintpaul	90105	PRJNA556438	SAMN13191645	ASM966465v1	AUSMDU00010531	AUSMDU00010531	ONT	1	4731476	105.0		OXFORD_NANOPORE	99.71	0.38	98.363525	2019-11-17
SRR8306355	GCF_002266325.2	Salmonella enterica subsp. enterica serovar Stanleyville	286782	PRJNA186035	SAMN07163933	ASM226632v2	CFSAN059881	CFSAN059881	PacBio	1	4688242	352.0	GenomeTrakr	PACBIO_SMRT	99.68	0.41	87.37381	2021-06-07
SRR17858527	GCF_022162985.1	Salmonella enterica subsp. enterica serovar Tennessee	143221	PRJNA802760	SAMN25597006	ASM2216298v1	21-SA00318-0	21-SA00318-0	Illumina;ONT	2	4829077	40.0		OXFORD_NANOPORE	99.68	0.72	87.37381	2022-02-10
SRR8365081	GCF_003994655.1	Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA510422	SAMN10638888	ASM399465v1	RSE04	RSE04	ONT	2	4860161	348.0		OXFORD_NANOPORE	99.68	0.38	87.37381	2019-01-06
SRR8902610	GCF_004792435.1	Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA316728	SAMN11333145	ASM479243v1	PNCS014851	PNCS014851	Illumina;ONT	2	4948841	100.0		OXFORD_NANOPORE	99.71	0.41	98.363525	2019-04-14
SRR8902620	GCF_004919365.1	Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA316728	SAMN11333158	ASM491936v1	PNCS014862	PNCS014862	Illumina;ONT	2	5036798	100.0		OXFORD_NANOPORE	99.68	0.78	87.37381	2019-04-28
SRR21465140	GCF_025259345.1	Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA812595	SAMN08135025	ASM2525934v1	PNUSAS028809	PNUSAS028809	Illumina;ONT	2	4957548	104.0	PulseNet	OXFORD_NANOPORE	99.71	0.44	98.363525	2022-09-19
SRR23290065	GCF_028596185.1	Salmonella enterica subsp. enterica serovar Typhimurium	90371	PRJNA929966	SAMN32977646	ASM2859618v1	ATCC 14028	ATCC 14028	ONT	2	4964086	121.0		OXFORD_NANOPORE	99.71	0.44	98.363525	2023-02-12
SRR13014004	GCF_014117445.1	Sandaracinobacteroides saxicola	2759707	PRJNA649658	SAMN15676387	ASM1411744v1	M6	M6	ONT	1	3364212	499.5		OXFORD_NANOPORE	98.33	0.77	100.0	2020-08-09
SRR26716712	GCF_033798665.1	Sanguibacter sp. 4.1	3030830	PRJNA938763	SAMN33443760	ASM3379866v1	4.1	4.1	Illumina;ONT	1	4315796	298.9		OXFORD_NANOPORE	99.58	0.14	100.0	2023-11-18
SRR24137097	GCF_028464065.1	Saprospira sp. CCB-QB6	3023936	PRJNA899791	SAMN32924523	ASM2846406v1	CCB-QB6	CCB-QB6	Illumina;ONT	2	4238773	240.0		OXFORD_NANOPORE	95.84	1.91	100.0	2023-02-05
SRR11858646	GCF_003935895.2	Scandinavium goeteborgense	1851514	PRJNA305687	SAMN05150228	ASM393589v2	CCUG 66741	CCUG 66741	Illumina;ONT	2	4713964	1000.0		OXFORD_NANOPORE	100.0	0.83	100.0	2020-06-10
SRR11108582	GCF_019380255.1	Schaalia turicensis	131111	PRJNA607374	SAMN14131124	ASM1938025v1	CT001	CT001	ONT	1	1912310	1443.4		OXFORD_NANOPORE	100.0	0.83	100.0	2021-07-28
SRR24463593	GCF_041860085.2	Schlesneria sp. DSM 10557	3044399	PRJNA966080	SAMN34510493	ASM4186008v1	DSM 10557	DSM 10557	Illumina;ONT	1	7067087	378.0		OXFORD_NANOPORE	98.93	1.89	100.0	2024-09-21
SRR27218471	GCF_030913635.1	Sedimentibacter sp. MB35-C1	3070995	PRJNA1006667	SAMN37044515	ASM3091363v1	MB35-C1	MB35-C1	Other;ONT	1	3621605	889.0		OXFORD_NANOPORE	97.47	1.01	100.0	2023-08-28
SRR23852394	GCF_030273445.1	Selenobaculum gibii	3054208	PRJNA944274	SAMN33746654	ASM3027344v1	ICN-92133	ICN-92133	PacBio	1	2679003	297.2		PACBIO_SMRT	99.4	1.2	100.0	2023-06-15
DRR513997	GCF_037076525.1	Selenomonas sp. TAMA-11512	3095337	PRJDB16316	SAMD00657615	ASM3707652v1	TAMA-11512	TAMA-11512	Illumina;ONT	1	2593422			OXFORD_NANOPORE	98.48	0.88	100.0	2024-04-05
SRR12464724	GCF_013284015.3	Serratia fonticola	47917	PRJNA609701	SAMN14258346	ASM1328401v3	HH13	HH13	Illumina;ONT	1	5842465	45.4		OXFORD_NANOPORE	99.89	1.44	97.53086	2022-06-24
SRR25835575	GCF_031199525.1	Serratia fonticola	47917	PRJNA622823	SAMN37198867	ASM3119952v1	NEB369	NEB369	PacBio	1	5880490	441.0		PACBIO_SMRT	99.89	1.83	97.53086	2023-09-06
SRR11110294	GCF_008364325.2	Serratia liquefaciens	614	PRJNA559804	SAMN12560213	ASM836432v2	S1	S1	Illumina;ONT	3	5349947	147.0		OXFORD_NANOPORE	99.89	1.04	92.85714	2020-02-26
SRR25500206	GCF_030291735.1	Serratia marcescens	615	PRJNA981493	SAMN35676739	ASM3029173v1	ELP1.10	ELP1.10	Illumina;ONT	2	5160776	175.0		OXFORD_NANOPORE	98.35	2.03	99.80769	2023-06-20
SRR25511204	GCF_028994195.1	Serratia marcescens	615	PRJNA937384	SAMN33404193	ASM2899419v1	AHRB3	AHRB3	Illumina;ONT	2	5038633	169.0		OXFORD_NANOPORE	97.02	2.63	83.26923	2023-03-05
SRR25511190	GCF_029025665.1	Serratia marcescens	615	PRJNA938405	SAMN33434791	ASM2902566v1	RX11	RX11	Illumina;ONT	1	5041121	137.0		OXFORD_NANOPORE	97.87	1.64	97.5641	2023-03-08
SRR12937959	GCF_016726325.1	Serratia plymuthica	82996	PRJNA231221	SAMN16357307	ASM1672632v1	FDAARGOS_1138	FDAARGOS_1138	Illumina;PacBio	6	5484374	1035.4		PACBIO_SMRT	98.7	1.37	85.71429	2021-01-20
SRR18286440	GCF_021498305.1	Serratia plymuthica	82996	PRJNA557569	SAMN12405229	ASM2149830v1	A294	A294	ONT	1	5534595	2718.0		OXFORD_NANOPORE	98.7	1.51	85.71429	2022-01-18
SRR27467477	GCF_035749905.1	Serratia sarumanii	3020826	PRJNA1062297	SAMN39290590	ASM3574990v1	K-M0228	K-M0228	ONT	3	5176282	73.0		OXFORD_NANOPORE	100.0	0.39	100.0	2024-01-17
SRR27467479	GCF_035749905.1	Serratia sarumanii	3020826	PRJNA1062297	SAMN39290590	ASM3574990v1	K-M0228	K-M0228	ONT	3	5176282	73.0		OXFORD_NANOPORE	100.0	0.39	100.0	2024-01-17
SRR27467478	GCF_035749905.1	Serratia sarumanii	3020826	PRJNA1062297	SAMN39290590	ASM3574990v1	K-M0228	K-M0228	ONT	3	5176282	73.0		OXFORD_NANOPORE	100.0	0.39	100.0	2024-01-17
SRR24391587	GCF_029962605.1	Serratia sarumanii	3020826	PRJNA923618	SAMN32727621	ASM2996260v1	K-M0706	K-M0706	Illumina;ONT	4	5185617	110.5		OXFORD_NANOPORE	100.0	0.39	100.0	2023-05-10
SRR27467450	GCF_035749045.1	Serratia sarumanii	3020826	PRJNA1062298	SAMN39290592	ASM3574904v1	K-M0260	K-M0260	ONT	2	5325176	64.0		OXFORD_NANOPORE	100.0	0.74	100.0	2024-01-17
SRR27467449	GCF_035749045.1	Serratia sarumanii	3020826	PRJNA1062298	SAMN39290592	ASM3574904v1	K-M0260	K-M0260	ONT	2	5325176	64.0		OXFORD_NANOPORE	100.0	0.74	100.0	2024-01-17
SRR27467448	GCF_035749045.1	Serratia sarumanii	3020826	PRJNA1062298	SAMN39290592	ASM3574904v1	K-M0260	K-M0260	ONT	2	5325176	64.0		OXFORD_NANOPORE	100.0	0.74	100.0	2024-01-17
SRR27467590	GCF_035752725.1	Serratia sarumanii	3020826	PRJNA1062299	SAMN39290591	ASM3575272v1	K-M0252	K-M0252	ONT	2	5206775	51.0		OXFORD_NANOPORE	100.0	0.18	100.0	2024-01-17
SRR27467591	GCF_035752725.1	Serratia sarumanii	3020826	PRJNA1062299	SAMN39290591	ASM3575272v1	K-M0252	K-M0252	ONT	2	5206775	51.0		OXFORD_NANOPORE	100.0	0.18	100.0	2024-01-17
SRR27467589	GCF_035752725.1	Serratia sarumanii	3020826	PRJNA1062299	SAMN39290591	ASM3575272v1	K-M0252	K-M0252	ONT	2	5206775	51.0		OXFORD_NANOPORE	100.0	0.18	100.0	2024-01-17
